Year,Units,variable_code,Value
2022,Dollars (millions),H29,1332
2022,Dollars (millions),H30,16202
2022,Dollars (millions),H31,3551
2022,Dollars (millions),H32,8715
2022,Dollars (millions),H33,3936
2022,Dollars,H34,633200
2022,Dollars,H35,53600
2022,Percentage,H36,130
2022,Percentage,H37,70
2022,Percentage,H39,60
2022,Percentage,H40,13
2022,Percentage,H41,22
2022,Dollars (millions),H01,10571
2022,Dollars (millions),H04,10418
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,83
2022,Dollars (millions),H08,10161
2022,Dollars (millions),H09,65
2022,Dollars (millions),H10,18
2022,Dollars (millions),H11,107
2022,Dollars (millions),H12,1187
2022,Dollars (millions),H13,0
2022,Dollars (millions),H19,8750
2022,Dollars (millions),H20,33
2022,Dollars (millions),H21,358
2022,Dollars (millions),H22,446
2022,Dollars (millions),H23,498
2022,Dollars (millions),H24,6664
2022,Dollars (millions),H25,3332
2022,Dollars (millions),H26,1337
2022,Dollars (millions),H27,361
2022,Dollars (millions),H28,117
2022,Dollars (millions),H29,1995
2022,Dollars (millions),H30,6664
2022,Dollars (millions),H31,1710
2022,Dollars (millions),H32,3003
2022,Dollars (millions),H33,1951
2022,Dollars,H34,824400
2022,Dollars,H35,38800
2022,Percentage,H36,111
2022,Percentage,H37,96
2022,Percentage,H39,29
2022,Percentage,H40,7
2022,Percentage,H41,26
2022,Dollars (millions),H01,15113
2022,Dollars (millions),H04,14823
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,C
2022,Dollars (millions),H08,14334
2022,Dollars (millions),H09,85
2022,Dollars (millions),H10,63
2022,Dollars (millions),H11,482
2022,Dollars (millions),H12,3571
2022,Dollars (millions),H13,2
2022,Dollars (millions),H19,10014
2022,Dollars (millions),H20,119
2022,Dollars (millions),H21,391
2022,Dollars (millions),H22,370
2022,Dollars (millions),H23,757
2022,Dollars (millions),H24,9218
2022,Dollars (millions),H25,4378
2022,Dollars (millions),H26,2261
2022,Dollars (millions),H27,660
2022,Dollars (millions),H28,165
2022,Dollars (millions),H29,2579
2022,Dollars (millions),H30,9218
2022,Dollars (millions),H31,2907
2022,Dollars (millions),H32,4093
2022,Dollars (millions),H33,2218
2022,Dollars,H34,420700
2022,Dollars,H35,21100
2022,Percentage,H36,107
2022,Percentage,H37,98
2022,Percentage,H39,26
2022,Percentage,H40,8
2022,Percentage,H41,32
2022,Dollars (millions),H01,15113
2022,Dollars (millions),H04,14823
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,C
2022,Dollars (millions),H08,14334
2022,Dollars (millions),H09,85
2022,Dollars (millions),H10,63
2022,Dollars (millions),H11,482
2022,Dollars (millions),H12,3571
2022,Dollars (millions),H13,2
2022,Dollars (millions),H19,10014
2022,Dollars (millions),H20,119
2022,Dollars (millions),H21,391
2022,Dollars (millions),H22,370
2022,Dollars (millions),H23,757
2022,Dollars (millions),H24,9218
2022,Dollars (millions),H25,4378
2022,Dollars (millions),H26,2261
2022,Dollars (millions),H27,660
2022,Dollars (millions),H28,165
2022,Dollars (millions),H29,2579
2022,Dollars (millions),H30,9218
2022,Dollars (millions),H31,2907
2022,Dollars (millions),H32,4093
2022,Dollars (millions),H33,2218
2022,Dollars,H34,420700
2022,Dollars,H35,21100
2022,Percentage,H36,107
2022,Percentage,H37,98
2022,Percentage,H39,26
2022,Percentage,H40,8
2022,Percentage,H41,32
2022,Dollars (millions),H01,35963
2022,Dollars (millions),H04,35217
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,C
2022,Dollars (millions),H08,32714
2022,Dollars (millions),H09,365
2022,Dollars (millions),H10,112
2022,Dollars (millions),H11,909
2022,Dollars (millions),H12,8693
2022,Dollars (millions),H13,2
2022,Dollars (millions),H19,22355
2022,Dollars (millions),H20,280
2022,Dollars (millions),H21,3771
2022,Dollars (millions),H22,4542
2022,Dollars (millions),H23,4020
2022,Dollars (millions),H24,28200
2022,Dollars (millions),H25,16265
2022,Dollars (millions),H26,7736
2022,Dollars (millions),H27,2307
2022,Dollars (millions),H28,823
2022,Dollars (millions),H29,4199
2022,Dollars (millions),H30,28200
2022,Dollars (millions),H31,9580
2022,Dollars (millions),H32,11349
2022,Dollars (millions),H33,7272
2022,Dollars,H34,349200
2022,Dollars,H35,39000
2022,Percentage,H36,143
2022,Percentage,H37,103
2022,Percentage,H39,42
2022,Percentage,H40,14
2022,Percentage,H41,34
2022,Dollars (millions),H01,35963
2022,Dollars (millions),H04,35217
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,C
2022,Dollars (millions),H08,32714
2022,Dollars (millions),H09,365
2022,Dollars (millions),H10,112
2022,Dollars (millions),H11,909
2022,Dollars (millions),H12,8693
2022,Dollars (millions),H13,2
2022,Dollars (millions),H19,22355
2022,Dollars (millions),H20,280
2022,Dollars (millions),H21,3771
2022,Dollars (millions),H22,4542
2022,Dollars (millions),H23,4020
2022,Dollars (millions),H24,28200
2022,Dollars (millions),H25,16265
2022,Dollars (millions),H26,7736
2022,Dollars (millions),H27,2307
2022,Dollars (millions),H28,823
2022,Dollars (millions),H29,4199
2022,Dollars (millions),H30,28200
2022,Dollars (millions),H31,9580
2022,Dollars (millions),H32,11349
2022,Dollars (millions),H33,7272
2022,Dollars,H34,349200
2022,Dollars,H35,39000
2022,Percentage,H36,143
2022,Percentage,H37,103
2022,Percentage,H39,42
2022,Percentage,H40,14
2022,Percentage,H41,34
2022,Dollars (millions),H01,134581
2022,Dollars (millions),H02,118109
2022,Dollars (millions),H03,15322
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,468
2022,Dollars (millions),H08,129673
2022,Dollars (millions),H09,590
2022,Dollars (millions),H10,361
2022,Dollars (millions),H11,1542
2022,Dollars (millions),H12,9574
2022,Dollars (millions),H13,13
2022,Dollars (millions),H17,98926
2022,Dollars (millions),H18,18050
2022,Dollars (millions),H20,629
2022,Dollars (millions),H21,14026
2022,Dollars (millions),H22,17557
2022,Dollars (millions),H23,8439
2022,Dollars (millions),H24,77035
2022,Dollars (millions),H25,53876
2022,Dollars (millions),H26,7966
2022,Dollars (millions),H27,2111
2022,Dollars (millions),H28,803
2022,Dollars (millions),H29,15193
2022,Dollars (millions),H30,77035
2022,Dollars (millions),H31,27619
2022,Dollars (millions),H32,37556
2022,Dollars (millions),H33,11860
2022,Dollars,H34,1157600
2022,Dollars,H35,72600
2022,Percentage,H36,143
2022,Percentage,H37,97
2022,Percentage,H38,16
2022,Percentage,H39,31
2022,Percentage,H40,11
2022,Percentage,H41,36
2022,Dollars (millions),H01,32172
2022,Dollars (millions),H02,27160
2022,Dollars (millions),H03,4831
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,70
2022,Dollars (millions),H08,31197
2022,Dollars (millions),H09,166
2022,Dollars (millions),H10,80
2022,Dollars (millions),H11,421
2022,Dollars (millions),H12,1893
2022,Dollars (millions),H13,4
2022,Dollars (millions),H17,23027
2022,Dollars (millions),H18,5475
2022,Dollars (millions),H20,135
2022,Dollars (millions),H21,2705
2022,Dollars (millions),H22,3795
2022,Dollars (millions),H23,2065
2022,Dollars (millions),H24,16496
2022,Dollars (millions),H25,10642
2022,Dollars (millions),H26,2531
2022,Dollars (millions),H27,586
2022,Dollars (millions),H28,113
2022,Dollars (millions),H29,3323
2022,Dollars (millions),H30,16496
2022,Dollars (millions),H31,5837
2022,Dollars (millions),H32,6977
2022,Dollars (millions),H33,3682
2022,Dollars,H34,1333800
2022,Dollars,H35,85600
2022,Percentage,H36,153
2022,Percentage,H37,98
2022,Percentage,H38,15
2022,Percentage,H39,35
2022,Percentage,H40,13
2022,Percentage,H41,35
2022,Dollars (millions),H01,26195
2022,Dollars (millions),H02,22297
2022,Dollars (millions),H03,3555
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,52
2022,Dollars (millions),H08,24962
2022,Dollars (millions),H09,126
2022,Dollars (millions),H10,74
2022,Dollars (millions),H11,430
2022,Dollars (millions),H12,2927
2022,Dollars (millions),H13,4
2022,Dollars (millions),H17,17744
2022,Dollars (millions),H18,3531
2022,Dollars (millions),H20,129
2022,Dollars (millions),H21,3499
2022,Dollars (millions),H22,4313
2022,Dollars (millions),H23,2048
2022,Dollars (millions),H24,18324
2022,Dollars (millions),H25,11593
2022,Dollars (millions),H26,1760
2022,Dollars (millions),H27,647
2022,Dollars (millions),H28,280
2022,Dollars (millions),H29,4971
2022,Dollars (millions),H30,18324
2022,Dollars (millions),H31,8418
2022,Dollars (millions),H32,7536
2022,Dollars (millions),H33,2370
2022,Dollars,H34,830200
2022,Dollars,H35,64900
2022,Percentage,H36,154
2022,Percentage,H37,97
2022,Percentage,H38,20
2022,Percentage,H39,24
2022,Percentage,H40,11
2022,Percentage,H41,46
2022,Dollars (millions),H01,12570
2022,Dollars (millions),H02,11940
2022,Dollars (millions),H03,536
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,35
2022,Dollars (millions),H08,11969
2022,Dollars (millions),H09,C
2022,Dollars (millions),H10,21
2022,Dollars (millions),H11,96
2022,Dollars (millions),H12,666
2022,Dollars (millions),H13,0
2022,Dollars (millions),H17,10129
2022,Dollars (millions),H18,987
2022,Dollars (millions),H20,C
2022,Dollars (millions),H21,2346
2022,Dollars (millions),H22,2721
2022,Dollars (millions),H23,976
2022,Dollars (millions),H24,6611
2022,Dollars (millions),H25,5541
2022,Dollars (millions),H26,518
2022,Dollars (millions),H27,147
2022,Dollars (millions),H28,66
2022,Dollars (millions),H29,553
2022,Dollars (millions),H30,6611
2022,Dollars (millions),H31,2366
2022,Dollars (millions),H32,3321
2022,Dollars (millions),H33,925
2022,Dollars,H34,1439200
2022,Dollars,H35,111700
2022,Percentage,H36,167
2022,Percentage,H37,85
2022,Percentage,H38,15
2022,Percentage,H39,41
2022,Percentage,H40,15
2022,Percentage,H41,36
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial performance
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial performance
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial performance
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions), dividends and donations"
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions), grants and subsidies"
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial performance
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial performance
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial performance
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial performance
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial performance
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial performance
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial performance
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial performance
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial performance
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial performance
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial performance
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial performance
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial performance
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial position
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial position
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial position
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial position
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial position
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial position
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial position
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial position
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial position
2022, Liquor and Tobacco Product Wholesaling",Dollars (millions),Financial position
2022, Liquor and Tobacco Product Wholesaling",Dollars,Financial ratios
2022, Liquor and Tobacco Product Wholesaling",Dollars,Financial ratios
2022, Liquor and Tobacco Product Wholesaling",Percentage,Financial ratios
2022, Liquor and Tobacco Product Wholesaling",Percentage,Financial ratios
2022, Liquor and Tobacco Product Wholesaling",Percentage,Financial ratios
2022, Liquor and Tobacco Product Wholesaling",Percentage,Financial ratios
2022, Liquor and Tobacco Product Wholesaling",Percentage,Financial ratios
2022, Liquor and Tobacco Product Wholesaling",Percentage,Financial ratios
2022,Dollars (millions),H01,20041
2022,Dollars (millions),H02,18312
2022,Dollars (millions),H03,1556
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,79
2022,Dollars (millions),H08,19018
2022,Dollars (millions),H09,79
2022,Dollars (millions),H10,30
2022,Dollars (millions),H11,209
2022,Dollars (millions),H12,1883
2022,Dollars (millions),H13,2
2022,Dollars (millions),H17,13570
2022,Dollars (millions),H18,3186
2022,Dollars (millions),H20,61
2022,Dollars (millions),H21,2740
2022,Dollars (millions),H22,3315
2022,Dollars (millions),H23,1598
2022,Dollars (millions),H24,13032
2022,Dollars (millions),H25,9772
2022,Dollars (millions),H26,988
2022,Dollars (millions),H27,309
2022,Dollars (millions),H28,148
2022,Dollars (millions),H29,2272
2022,Dollars (millions),H30,13032
2022,Dollars (millions),H31,5333
2022,Dollars (millions),H32,5826
2022,Dollars (millions),H33,1873
2022,Dollars,H34,860000
2022,Dollars,H35,68600
2022,Percentage,H36,168
2022,Percentage,H37,111
2022,Percentage,H38,26
2022,Percentage,H39,30
2022,Percentage,H40,12
2022,Percentage,H41,41
2022,Dollars (millions),H01,1232
2022,Dollars (millions),H02,143
2022,Dollars (millions),H03,1061
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,11
2022,Dollars (millions),H08,1035
2022,Dollars (millions),H09,C
2022,Dollars (millions),H10,9
2022,Dollars (millions),H11,63
2022,Dollars (millions),H12,299
2022,Dollars (millions),H13,0
2022,Dollars (millions),H17,94
2022,Dollars (millions),H18,421
2022,Dollars (millions),H20,C
2022,Dollars (millions),H21,78
2022,Dollars (millions),H22,105
2022,Dollars (millions),H23,224
2022,Dollars (millions),H24,1711
2022,Dollars (millions),H25,1017
2022,Dollars (millions),H26,254
2022,Dollars (millions),H27,73
2022,Dollars (millions),H28,21
2022,Dollars (millions),H29,440
2022,Dollars (millions),H30,1711
2022,Dollars (millions),H31,660
2022,Dollars (millions),H32,738
2022,Dollars (millions),H33,313
2022,Dollars,H34,336900
2022,Dollars,H35,61300
2022,Percentage,H36,138
2022,Percentage,H37,123
2022,Percentage,H38,34
2022,Percentage,H39,34
2022,Percentage,H40,13
2022,Percentage,H41,39
2022,Dollars (millions),H01,108427
2022,Dollars (millions),H02,90026
2022,Dollars (millions),H03,15996
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,638
2022,Dollars (millions),H08,103301
2022,Dollars (millions),H09,813
2022,Dollars (millions),H10,337
2022,Dollars (millions),H11,2462
2022,Dollars (millions),H12,16160
2022,Dollars (millions),H13,10
2022,Dollars (millions),H17,66289
2022,Dollars (millions),H18,16922
2022,Dollars (millions),H20,318
2022,Dollars (millions),H21,9138
2022,Dollars (millions),H22,11038
2022,Dollars (millions),H23,7025
2022,Dollars (millions),H24,68135
2022,Dollars (millions),H25,29834
2022,Dollars (millions),H26,19718
2022,Dollars (millions),H27,4370
2022,Dollars (millions),H28,1810
2022,Dollars (millions),H29,18583
2022,Dollars (millions),H30,68135
2022,Dollars (millions),H31,22696
2022,Dollars (millions),H32,27112
2022,Dollars (millions),H33,18327
2022,Dollars,H34,287800
2022,Dollars,H35,18600
2022,Percentage,H36,110
2022,Percentage,H37,69
2022,Percentage,H38,26
2022,Percentage,H39,31
2022,Percentage,H40,10
2022,Percentage,H41,33
2022,Dollars (millions),H01,21290
2022,Dollars (millions),H02,20308
2022,Dollars (millions),H03,859
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,20
2022,Dollars (millions),H08,21109
2022,Dollars (millions),H09,94
2022,Dollars (millions),H10,47
2022,Dollars (millions),H11,199
2022,Dollars (millions),H12,1620
2022,Dollars (millions),H13,1
2022,Dollars (millions),H17,17824
2022,Dollars (millions),H18,1287
2022,Dollars (millions),H20,38
2022,Dollars (millions),H21,2111
2022,Dollars (millions),H22,2822
2022,Dollars (millions),H23,891
2022,Dollars (millions),H24,7906
2022,Dollars (millions),H25,4938
2022,Dollars (millions),H26,1449
2022,Dollars (millions),H27,335
2022,Dollars (millions),H28,133
2022,Dollars (millions),H29,1520
2022,Dollars (millions),H30,7906
2022,Dollars (millions),H31,2909
2022,Dollars (millions),H32,3442
2022,Dollars (millions),H33,1555
2022,Dollars,H34,783900
2022,Dollars,H35,32800
2022,Percentage,H36,143
2022,Percentage,H37,61
2022,Percentage,H38,12
2022,Percentage,H39,31
2022,Percentage,H40,11
2022,Percentage,H41,37
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial performance
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial performance
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial performance
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions), dividends and donations"
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions), grants and subsidies"
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial performance
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial performance
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial performance
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial performance
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial performance
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial performance
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial performance
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial performance
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial performance
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial performance
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial performance
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial performance
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial performance
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial position
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial position
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial position
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial position
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial position
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial position
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial position
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial position
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial position
2022, Grocery Stores and Specialised Food Retailing",Dollars (millions),Financial position
2022, Grocery Stores and Specialised Food Retailing",Dollars,Financial ratios
2022, Grocery Stores and Specialised Food Retailing",Dollars,Financial ratios
2022, Grocery Stores and Specialised Food Retailing",Percentage,Financial ratios
2022, Grocery Stores and Specialised Food Retailing",Percentage,Financial ratios
2022, Grocery Stores and Specialised Food Retailing",Percentage,Financial ratios
2022, Grocery Stores and Specialised Food Retailing",Percentage,Financial ratios
2022, Grocery Stores and Specialised Food Retailing",Percentage,Financial ratios
2022, Grocery Stores and Specialised Food Retailing",Percentage,Financial ratios
2022,Dollars (millions),H01,41943
2022,Dollars (millions),H02,39073
2022,Dollars (millions),H03,2066
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,145
2022,Dollars (millions),H08,39513
2022,Dollars (millions),H09,330
2022,Dollars (millions),H10,107
2022,Dollars (millions),H11,1134
2022,Dollars (millions),H12,6130
2022,Dollars (millions),H13,8
2022,Dollars (millions),H17,25659
2022,Dollars (millions),H18,6006
2022,Dollars (millions),H20,146
2022,Dollars (millions),H21,5429
2022,Dollars (millions),H22,6587
2022,Dollars (millions),H23,3589
2022,Dollars (millions),H24,26148
2022,Dollars (millions),H25,14394
2022,Dollars (millions),H26,3449
2022,Dollars (millions),H27,996
2022,Dollars (millions),H28,298
2022,Dollars (millions),H29,8304
2022,Dollars (millions),H30,26148
2022,Dollars (millions),H31,8212
2022,Dollars (millions),H32,10854
2022,Dollars (millions),H33,7082
2022,Dollars,H34,345700
2022,Dollars,H35,29600
2022,Percentage,H36,133
2022,Percentage,H37,72
2022,Percentage,H38,34
2022,Percentage,H39,44
2022,Percentage,H40,14
2022,Percentage,H41,31
2022, Electrical and Hardware Retailing",Dollars (millions),Financial performance
2022, Electrical and Hardware Retailing",Dollars (millions),Financial performance
2022, Electrical and Hardware Retailing",Dollars (millions),Financial performance
2022, Electrical and Hardware Retailing",Dollars (millions), dividends and donations"
2022, Electrical and Hardware Retailing",Dollars (millions), grants and subsidies"
2022, Electrical and Hardware Retailing",Dollars (millions),Financial performance
2022, Electrical and Hardware Retailing",Dollars (millions),Financial performance
2022, Electrical and Hardware Retailing",Dollars (millions),Financial performance
2022, Electrical and Hardware Retailing",Dollars (millions),Financial performance
2022, Electrical and Hardware Retailing",Dollars (millions),Financial performance
2022, Electrical and Hardware Retailing",Dollars (millions),Financial performance
2022, Electrical and Hardware Retailing",Dollars (millions),Financial performance
2022, Electrical and Hardware Retailing",Dollars (millions),Financial performance
2022, Electrical and Hardware Retailing",Dollars (millions),Financial performance
2022, Electrical and Hardware Retailing",Dollars (millions),Financial performance
2022, Electrical and Hardware Retailing",Dollars (millions),Financial performance
2022, Electrical and Hardware Retailing",Dollars (millions),Financial performance
2022, Electrical and Hardware Retailing",Dollars (millions),Financial performance
2022, Electrical and Hardware Retailing",Dollars (millions),Financial position
2022, Electrical and Hardware Retailing",Dollars (millions),Financial position
2022, Electrical and Hardware Retailing",Dollars (millions),Financial position
2022, Electrical and Hardware Retailing",Dollars (millions),Financial position
2022, Electrical and Hardware Retailing",Dollars (millions),Financial position
2022, Electrical and Hardware Retailing",Dollars (millions),Financial position
2022, Electrical and Hardware Retailing",Dollars (millions),Financial position
2022, Electrical and Hardware Retailing",Dollars (millions),Financial position
2022, Electrical and Hardware Retailing",Dollars (millions),Financial position
2022, Electrical and Hardware Retailing",Dollars (millions),Financial position
2022, Electrical and Hardware Retailing",Dollars,Financial ratios
2022, Electrical and Hardware Retailing",Dollars,Financial ratios
2022, Electrical and Hardware Retailing",Percentage,Financial ratios
2022, Electrical and Hardware Retailing",Percentage,Financial ratios
2022, Electrical and Hardware Retailing",Percentage,Financial ratios
2022, Electrical and Hardware Retailing",Percentage,Financial ratios
2022, Electrical and Hardware Retailing",Percentage,Financial ratios
2022, Electrical and Hardware Retailing",Percentage,Financial ratios
2022, Clothing, Footwear and Personal Accessory Retailing",Total income
2022, Clothing, Footwear and Personal Accessory Retailing",Sales of goods not further processed
2022, Clothing, Footwear and Personal Accessory Retailing",Sales of other goods and services
2022, Clothing, Footwear and Personal Accessory Retailing","Interest
2022, Clothing, Footwear and Personal Accessory Retailing","Government funding
2022, Clothing, Footwear and Personal Accessory Retailing",Non-operating income
2022, Clothing, Footwear and Personal Accessory Retailing",Total expenditure
2022, Clothing, Footwear and Personal Accessory Retailing",Interest and donations
2022, Clothing, Footwear and Personal Accessory Retailing",Indirect taxes
2022, Clothing, Footwear and Personal Accessory Retailing",Depreciation
2022, Clothing, Footwear and Personal Accessory Retailing",Salaries and wages paid
2022, Clothing, Footwear and Personal Accessory Retailing",Redundancy and severance
2022, Clothing, Footwear and Personal Accessory Retailing",Purchases of goods bought for resale
2022, Clothing, Footwear and Personal Accessory Retailing",Other Purchases and operating expenses
2022, Clothing, Footwear and Personal Accessory Retailing",Non-operating expenses
2022, Clothing, Footwear and Personal Accessory Retailing",Opening stocks
2022, Clothing, Footwear and Personal Accessory Retailing",Closing stocks
2022, Clothing, Footwear and Personal Accessory Retailing",Surplus before income tax
2022, Clothing, Footwear and Personal Accessory Retailing",Total assets
2022, Clothing, Footwear and Personal Accessory Retailing",Current assets
2022, Clothing, Footwear and Personal Accessory Retailing",Fixed tangible assets
2022, Clothing, Footwear and Personal Accessory Retailing",Additions to fixed assets
2022, Clothing, Footwear and Personal Accessory Retailing",Disposals of fixed assets
2022, Clothing, Footwear and Personal Accessory Retailing",Other assets
2022, Clothing, Footwear and Personal Accessory Retailing",Total equity and liabilities
2022, Clothing, Footwear and Personal Accessory Retailing",Shareholders funds or owners equity
2022, Clothing, Footwear and Personal Accessory Retailing",Current liabilities
2022, Clothing, Footwear and Personal Accessory Retailing",Other liabilities
2022, Clothing, Footwear and Personal Accessory Retailing",Total income per employee count
2022, Clothing, Footwear and Personal Accessory Retailing",Surplus per employee count
2022, Clothing, Footwear and Personal Accessory Retailing",Current ratio
2022, Clothing, Footwear and Personal Accessory Retailing",Quick ratio
2022, Clothing, Footwear and Personal Accessory Retailing",Margin on sales of goods for resale
2022, Clothing, Footwear and Personal Accessory Retailing",Return on equity
2022, Clothing, Footwear and Personal Accessory Retailing",Return on total assets
2022, Clothing, Footwear and Personal Accessory Retailing",Liabilities structure
2022,Dollars (millions),H01,5697
2022,Dollars (millions),H02,5568
2022,Dollars (millions),H03,36
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,11
2022,Dollars (millions),H08,5397
2022,Dollars (millions),H09,94
2022,Dollars (millions),H10,C
2022,Dollars (millions),H11,278
2022,Dollars (millions),H12,906
2022,Dollars (millions),H13,C
2022,Dollars (millions),H17,3432
2022,Dollars (millions),H18,649
2022,Dollars (millions),H20,C
2022,Dollars (millions),H21,827
2022,Dollars (millions),H22,991
2022,Dollars (millions),H23,464
2022,Dollars (millions),H24,4658
2022,Dollars (millions),H25,1917
2022,Dollars (millions),H26,646
2022,Dollars (millions),H27,168
2022,Dollars (millions),H28,2
2022,Dollars (millions),H29,2095
2022,Dollars (millions),H30,4658
2022,Dollars (millions),H31,1233
2022,Dollars (millions),H32,1333
2022,Dollars (millions),H33,2093
2022,Dollars,H34,286100
2022,Dollars,H35,23300
2022,Percentage,H36,144
2022,Percentage,H37,69
2022,Percentage,H38,38
2022,Percentage,H39,38
2022,Percentage,H40,10
2022,Percentage,H41,26
2022,Dollars (millions),H01,7005
2022,Dollars (millions),H02,5783
2022,Dollars (millions),H03,1059
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,61
2022,Dollars (millions),H08,6542
2022,Dollars (millions),H09,53
2022,Dollars (millions),H10,18
2022,Dollars (millions),H11,133
2022,Dollars (millions),H12,1153
2022,Dollars (millions),H13,1
2022,Dollars (millions),H17,3791
2022,Dollars (millions),H18,1357
2022,Dollars (millions),H20,36
2022,Dollars (millions),H21,731
2022,Dollars (millions),H22,786
2022,Dollars (millions),H23,518
2022,Dollars (millions),H24,3914
2022,Dollars (millions),H25,2052
2022,Dollars (millions),H26,639
2022,Dollars (millions),H27,168
2022,Dollars (millions),H28,92
2022,Dollars (millions),H29,1224
2022,Dollars (millions),H30,3914
2022,Dollars (millions),H31,1082
2022,Dollars (millions),H32,1804
2022,Dollars (millions),H33,1028
2022,Dollars,H34,299000
2022,Dollars,H35,22100
2022,Percentage,H36,114
2022,Percentage,H37,70
